feature,importance
service_concentration_hhi,275.2725091356444
PolicyEndDate_dayofweek_cos,274.7948940004115
DateOfBirth_day,265.26301000325026
ServiceType_pct_count_Medication,262.4830939256748
ServiceType_pct_amount_Therapy,237.99506351682868
DateOfBirth_is_weekend,234.14089100184785
ServiceType_pct_amount_Surgery,232.11725571612294
days_since_PolicyStartDate_start,232.01251014334454
PolicyEndDate_year,218.80834638332755
ServiceType_pct_amount_Medication,211.9911148698444
PolicyEndDate_month_cos,205.45667414871826
PolicyEndDate_month_sin,192.45394933053808
claim_amount_volatility,184.66333379452047
DateOfBirth_is_quarter_start_sin,183.02238766255533
BMI,180.86217089675648
days_since_PolicyEndDate_start,180.48791762052034
PolicyEndDate_is_quarter_end_sin,179.49800809792177
PolicyStartDate_month_sin,175.95842939054117
DateOfBirth_weekofyear_cos,153.61434427586906
PolicyEndDate_quarter,153.12680472916492
DateOfBirth_is_month_end,142.3513449520648
days_since_prev_claim_median,139.03057267868172
PolicyEndDate_quarter_cos,137.41660379502116
ServiceType_pct_count_Imaging,136.05734954195867
ServiceType_pct_count_Consultation,129.87710527511754
ServiceType_pct_count_Surgery,127.91458383403413
TotPaymentUSD_std,116.58546812459541
ServiceType_pct_amount_Lab,116.3773503127207
PolicyEndDate_dayofweek,104.84631646031295
DateOfBirth_is_month_end_sin,102.06298778465025
PolicyStartDate_is_quarter_start,101.18163376296529
avg_claim_per_month,100.24377628706553
PolicyStartDate_dayofweek_cos,90.26414806345706
PolicyStartDate_quarter_sin,89.37067342501494
PolicyStartDate_is_month_start_sin,87.93654127176073
average_ob,82.3301211398533
PolicyStartDate_dayofweek_sin,76.83636717255143
PolicyEndDate_is_month_start_sin,68.93708551782045
ServiceType_pct_amount_Imaging,64.50441873891302
claim_amount_diff_mean,60.667238567601714
days_since_prev_claim_min,51.48944027590055
DateOfBirth_quarter_sin,49.786143672664736
unique_months_with_claims,49.57949958664519
PolicyStartDate_is_quarter_start_sin,49.38415432548503
PolicyStartDate_month_cos,49.138714230224664
ServiceType_pct_amount_Consultation,46.39462834369683
DateOfBirth_quarter_cos,44.542168020424526
PolicyEndDate_is_month_end_sin,43.40516580749933
DateOfBirth_is_month_start_sin,41.11154525085416
PolicyEndDate_is_quarter_start,33.289371995182165
PolicyStartDate_is_month_end,27.776469873802565
PolicyEndDate_is_quarter_start_sin,26.296051801142884
PolicyStartDate_weekofyear_cos,24.87532756369684
days_since_DateOfBirth_start,24.110270603356646
DateOfBirth_month_cos,17.818229925056116
claim_regularity,14.990913441067757
DateOfBirth_is_quarter_start,3.1051294888349315
PolicyEndDate_is_quarter_end,1.201487510462892
DateOfBirth_is_quarter_start_cos,9.321148297658504e-12
PolicyStartDate_is_month_end_cos,8.27428570104871e-12
PolicyEndDate_is_quarter_end_cos,5.5825277733845255e-12
DateOfBirth_is_month_end_cos,3.971327711127515e-12
DateOfBirth_is_month_start_cos,2.305273749669823e-12
PolicyEndDate_is_month_end_cos,1.2578982300226468e-12
PolicyEndDate_is_month_start_cos,1.1352874196290939e-12
PolicyStartDate_is_quarter_start_cos,8.850697952311747e-13
PolicyStartDate_is_month_start_cos,6.084643899839648e-13
PolicyEndDate_is_quarter_start_cos,3.7471803437938457e-13
Questionnaire_smoke,0.0
Questionnaire_cancer,0.0
DateOfBirth_is_quarter_end,0.0
PolicyStartDate_year,0.0
Questionnaire_heart,0.0
PolicyStartDate_is_quarter_end,0.0
Questionnaire_diabetes,0.0
PolicyStartDate_is_quarter_end_cos,0.0
Questionnaire_thyroid,0.0
Questionnaire_liver,0.0
Questionnaire_immune,0.0
Questionnaire_tumor,0.0
Questionnaire_relatives,0.0
DateOfBirth_is_quarter_end_sin,0.0
Questionnaire_alcoholism,0.0
Questionnaire_drink,0.0
DateOfBirth_is_quarter_end_cos,0.0
PolicyStartDate_is_quarter_end_sin,0.0
